tweet_id;tweet_user_screen_name;tweet_timestamp;tweet_full_text;tweet_retweet_count;tweet_favorite_count;tweet.user.followers_count
1,50E+18;Cryptoblocnft;2022-03-11 12:00:00;b'My Own World l @MyOwnWorldNFT l KRATOS / https://t.co/10VZbsG5m6 l @SolarbotsIO @PixelTigers @Braindompuzzle @EdgyKoalas @UndeadBlocks @psychedelic_nft @OlympusgodsNft @CoolmanUniverse @veefriends https://t.co/MV7YOf3o1k';0;1;137
1,50E+18;EthereumWatch1;2022-03-11 12:01:00;b'\xf0\x9f\x93\x89 @BoredApeYC : 73.5 to 73 (-0.7%) \n\xf0\x9f\x93\x88 @thecryptopunks : 66.5 to 67.99 (+2.2%) \n\xf0\x9f\x93\x88 mutantApesYC : 15.5 to 16 (+3.2%) \n\xf0\x9f\x93\x88 @RTFKTstudios : 11 to 11.35 (+3.2%) \n\xf0\x9f\x93\x89 @doodles : 10.22 to 9.5 (-7%) \n\xf0\x9f\x93\x89 @veefriends : 15 to 14.33 (-4.5%)';0;1;27
1,50E+18;BookGamesBotv2;2022-03-11 12:01:00;"b""'Your Ability To Be Accountable Counts #85367' was just purchased for 0.42ETH (~$1090.0)\nBuyer: 0xc744eed3624e1adc940fff3d0708f5f0bf0219b7\nhttps://t.co/Mf4qXoo6Zx\n#BookGames #VeeFriends https://t.co/APyenScNNI""";0;0;1635
1,50E+18;alphafivebot;2022-03-11 12:01:00;b'#VeeFriends #BookGames Hourly Update\n\nAverage Price: 0.568108 $ETH\n21 sales from 14 unique buyers\n\nHighest Sale:\nEmpathy...Drink It! #50335 was purchased for 1.612500 $ETH https://t.co/mExmvyXEYB';0;0;25
1,50E+18;Antiqque_NFT;2022-03-11 12:02:00;b'I want to see the happy ending of this NFT\nhttps://t.co/HRsVWuoFe6\n@RaritySniperNFT @worldofwomennft @Ghxsts @doodles @veefriends @InvsbleFriends @kendylstewart17 @ape_g4ng @0xHustler @EvanCrypt0c0m @crispylines @dragonseller88 @fvckrender @wildalps @BoredApeYC @VigilanteArtist';0;2;147
1,50E+18;BookGamesBotv2;2022-03-11 12:02:00;"b""'Curiosity...See It Through #112056' was just purchased for 0.42ETH (~$1090.0)\nBuyer: 0xc744eed3624e1adc940fff3d0708f5f0bf0219b7\nhttps://t.co/1yuiiVKE2X\n#BookGames #VeeFriends https://t.co/Qn3dd1LE34""";0;0;1635
1,50E+18;BookGamesBotv2;2022-03-11 12:02:00;"b""'Empathy...Drink It! #4460' was just purchased for 0.42ETH (~$1090.0)\nBuyer: 0xc744eed3624e1adc940fff3d0708f5f0bf0219b7\nhttps://t.co/QYIiNSn6YG\n#BookGames #VeeFriends https://t.co/85FNak8i21""";0;0;1635
1,50E+18;BookGamesBotv2;2022-03-11 12:03:00;"b""'Empathy...Drink It! #87292' was just purchased for 0.42ETH (~$1110.0)\nBuyer: 0xc744eed3624e1adc940fff3d0708f5f0bf0219b7\nhttps://t.co/4Hb7msxIVP\n#BookGames #VeeFriends https://t.co/CIqdurYoKc""";0;0;1635
1,50E+18;BookGamesBotv2;2022-03-11 12:04:00;"b""'Self-Awa #34464' was just purchased for 0.43ETH (~$1120.0)\nBuyer: 0xc744eed3624e1adc940fff3d0708f5f0bf0219b7\nhttps://t.co/PvY3Fsv8cs\n#BookGames #VeeFriends https://t.co/PIUEmXLx6U""";0;0;1635
1,50E+18;BookGamesBotv2;2022-03-11 12:05:00;"b""'Kindness Over Everything #26423' was just purchased for 0.43ETH (~$1120.0)\nBuyer: 0xc744eed3624e1adc940fff3d0708f5f0bf0219b7\nhttps://t.co/dgYDCI7KFb\n#BookGames #VeeFriends https://t.co/QAU5y44wAv""";0;0;1635
1,50E+18;MissEnsiChegini;2022-03-11 12:05:00;b'@garyvee @veefriends How do we get WL??????';0;1;207
1,50E+18;BookGamesBotv2;2022-03-11 12:05:00;"b""'Self-Awa #68322' was just purchased for 0.43ETH (~$1120.0)\nBuyer: 0xc744eed3624e1adc940fff3d0708f5f0bf0219b7\nhttps://t.co/o8rmZOwoPf\n#BookGames #VeeFriends https://t.co/do7d89b0Np""";0;0;1635
